瘤痢锅龋,瘤痢疙,老矫,乞闭扁柯,弥绊扁柯,弥绊扁柯矫阿,弥历扁柯,弥历扁柯矫阿,老背瞒,墨款飘
236,何咯,2021-10-20,8.3,16.3,15:03,1.8,06:09,",14.5",1024 
236,何咯,2021-10-21,8.2,17,14:42,2.4,05:47,",14.6",1025 
236,何咯,2021-10-22,8.4,17.7,13:33,2,03:46,",15.7",1026 
236,何咯,2021-10-23,9.1,19.3,14:55,1.4,06:41,",17.9",1027 
236,何咯,2021-10-24,9.8,18.8,15:26,2.5,06:40,",16.3",1028 
236,何咯,2021-10-25,9.6,19,13:53,3.7,06:34,",15.3",1029 
236,何咯,2021-10-26,10.7,19.5,14:47,2.8,06:28,",16.7",1030 
236,何咯,2021-10-27,11.8,20.1,14:31,5.5,23:36,",14.6",1031 
236,何咯,2021-10-28,10.2,20.1,13:54,2.1,06:31,",18",1032 
236,何咯,2021-10-29,11.8,20.7,14:30,4.4,06:42,",16.3",1033 
236,何咯,2021-10-30,10.5,18.5,16:15,6.9,05:53,",11.6",1034 
236,何咯,2021-10-31,11.7,20.6,14:51,5,04:34,",15.6",1035 
236,何咯,2021-11-01,11.7,20.1,13:14,6.8,23:52,",13.3",1036 
236,何咯,2021-11-02,10.4,18.3,14:44,5.2,07:00,",13.1",1037 
236,何咯,2021-11-03,9.6,18.6,14:27,3.1,05:08,",15.5",1038 
236,何咯,2021-11-04,12.2,18.9,14:26,6.8,00:32,",12.1",1039 
236,何咯,2021-11-05,11.4,19.9,14:39,6.4,07:08,",13.5",1040 
236,何咯,2021-11-06,12.7,21.4,13:52,4.6,06:44,",16.8",1041 
236,何咯,2021-11-07,14.3,22.1,13:43,5.6,07:03,",16.5",1042 
236,何咯,2021-11-08,9.6,13.5,00:01,5.4,22:58,",8.1",1043 
236,何咯,2021-11-09,7.9,12.2,14:05,5.5,02:02,",6.7",1044 
236,何咯,2021-11-10,6.5,9.7,15:13,4.5,23:34,",5.2",1045 
236,何咯,2021-11-11,5.5,10.8,15:35,1.9,07:20,",8.9",1046 
236,何咯,2021-11-12,5.4,10,15:12,2.8,00:06,",7.2",1047 
236,何咯,2021-11-13,6.3,15.3,14:40,0.7,06:14,",14.6",1048 
236,何咯,2021-11-14,8.5,17.8,13:59,1.6,07:09,",16.2",1049 
236,何咯,2021-11-15,7.4,15.9,13:25,2.3,03:55,",13.6",1050 
236,何咯,2021-11-16,7,16.2,14:14,2.5,03:10,",13.7",1051 
236,何咯,2021-11-17,6.5,14.9,14:35,-0.3,07:02,",15.2",1052 
236,何咯,2021-11-18,8.7,16.6,14:14,1.7,05:34,",14.9",1053 
236,何咯,2021-11-19,10.6,17.7,14:56,4.3,04:37,",13.4",1054 
236,何咯,2021-11-20,9.7,13.9,14:18,6.8,23:28,",7.1",1055 
236,何咯,2021-11-21,9.2,13.9,15:35,5.3,05:02,",8.6",1056 
236,何咯,2021-11-22,5.5,11.2,00:29,0.9,21:26,",10.3",1057 
236,何咯,2021-11-23,2,4.8,16:36,-0.4,07:18,",5.2",1058 
236,何咯,2021-11-24,4.7,12.6,14:12,1,04:29,",11.6",1059 
236,何咯,2021-11-25,,15.4,13:07,0.6,23:49,",14.8",1060 
236,何咯,2021-11-26,3.7,11.9,15:04,-2.6,07:16,",14.5",1061 
236,何咯,2021-11-27,2.6,10.9,15:16,-2.9,06:57,",13.8",1062 
236,何咯,2021-11-28,3.2,12.4,15:28,-3.6,04:59,",16",1063 
236,何咯,2021-11-29,4.7,13.5,15:28,-2.8,07:10,",16.3",1064 
236,何咯,2021-11-30,6.2,10.7,14:25,2.8,00:04,",7.9",1065 
236,何咯,2021-12-01,1.3,4.4,11:08,-3.7,23:48,",8.1",1066 
236,何咯,2021-12-02,2.2,7.3,15:12,-4,01:03,",11.3",1067 
236,何咯,2021-12-03,3.9,9.1,13:14,-0.7,22:32,",9.8",1068 
236,何咯,2021-12-04,-0.4,4.6,15:42,-3.8,07:13,",8.4",1069 
236,何咯,2021-12-05,0.9,9.6,15:09,-4.9,06:16,",14.5",1070 
236,何咯,2021-12-06,3.7,12.9,15:12,-2.7,06:27,",15.6",1071 
236,何咯,2021-12-07,4.9,13,14:45,-1.8,07:15,",14.8",1072 
236,何咯,2021-12-08,4.6,13.8,15:15,-1.4,07:45,",15.2",1073 
236,何咯,2021-12-09,4.5,11.4,14:53,-2.2,06:53,",13.6",1074 
236,何咯,2021-12-10,6.2,12.8,15:41,2.4,23:08,",10.4",1075 
236,何咯,2021-12-11,6,11.1,13:38,2.4,06:00,",8.7",1076 
236,何咯,2021-12-12,3.2,9,13:02,-1.3,23:56,",10.3",1077 
236,何咯,2021-12-13,-1.9,4,13:56,-6.5,07:32,",10.5",1078 
236,何咯,2021-12-14,2.9,8.3,14:30,-5.7,01:15,",14",1079 
236,何咯,2021-12-15,6.4,12.4,15:41,1.8,23:13,",10.6",1080 
236,何咯,2021-12-16,5.8,12,15:18,2.2,00:01,",9.8",1081 
236,何咯,2021-12-17,-1.4,7.4,00:16,-6.4,23:57,",13.8",1082 
236,何咯,2021-12-18,-4.3,1.2,14:27,-10.7,07:40,",11.9",1083 
236,何咯,2021-12-19,0.4,6,16:00,-4.9,08:03,",10.9",1084 
236,何咯,2021-12-20,4.4,11.7,15:28,-1.4,00:01,",13.1",1085 
236,何咯,2021-12-21,4.5,13.7,14:04,-1.6,23:48,",15.3",1086 
236,何咯,2021-12-22,1.3,10.3,15:02,-4.6,07:46,",14.9",1087 
236,何咯,2021-12-23,1.5,10.1,14:30,-5.3,07:29,",15.4",1088 
236,何咯,2021-12-24,1,10.1,13:16,-2.6,23:50,",12.7",1089 
236,何咯,2021-12-25,-6.4,-2.6,00:01,-9.1,23:58,",6.5",1090 
236,何咯,2021-12-26,-8.2,-3,14:13,-12.7,07:19,",9.7",1091 
236,何咯,2021-12-27,-4.6,1.1,15:45,-12.3,05:37,",13.4",1092 
236,何咯,2021-12-28,-0.7,5,14:29,-3.5,01:52,",8.5",1093 
236,何咯,2021-12-29,2.2,8.2,14:53,-2.5,00:01,",10.7",1094 
236,何咯,2021-12-30,-0.5,3.4,13:18,-3.1,08:09,",6.5",1095 
236,何咯,2021-12-31,-5,-0.1,13:59,-9.7,07:35,",9.6",1096 
236,何咯,2022-01-01,-4.9,2.1,15:48,-10.6,07:46,",12.7",1097 
236,何咯,2022-01-02,-1.9,7,13:46,-7.9,04:54,",14.9",1098 
236,何咯,2022-01-03,-2.8,4.6,15:28,-9.5,07:43,",14.1",1099 
236,何咯,2022-01-04,-0.5,5,15:19,-6.2,23:57,",11.2",1100 
236,何咯,2022-01-05,-1.8,2.5,15:28,-7.1,01:44,",9.6",1101 
236,何咯,2022-01-06,-1.6,6,14:50,-8,07:38,",14",1102 
236,何咯,2022-01-07,-3.1,5.8,14:59,-9.5,07:44,",15.3",1103 
236,何咯,2022-01-08,-0.9,7.2,14:32,-9.1,07:32,",16.3",1104 
236,何咯,2022-01-09,0.7,7,15:44,-4.3,23:40,",11.3",1105 
236,何咯,2022-01-10,0.1,6.6,15:12,-6.6,06:03,",13.2",1106 
236,何咯,2022-01-11,-2.8,1,02:07,-5.7,22:57,",6.7",1107 
236,何咯,2022-01-12,-4.8,1.5,14:45,-10,08:04,",11.5",1108 
236,何咯,2022-01-13,-4.4,0.6,13:51,-8.6,04:07,",9.2",1109 
236,何咯,2022-01-14,-4.7,3.1,15:52,-11.5,07:09,",14.6",1110 
236,何咯,2022-01-15,-0.5,5.9,16:12,-7.2,07:02,",13.1",1111 
236,何咯,2022-01-16,-0.8,3.1,13:53,-6.9,23:35,",10",1112 
236,何咯,2022-01-17,-3.2,2.2,14:29,-8.4,07:31,",10.6",1113 
236,何咯,2022-01-18,-5,2.7,15:20,-11.5,07:49,",14.2",1114 
236,何咯,2022-01-19,-4,3.6,13:49,-10.5,06:55,",14.1",1115 
236,何咯,2022-01-20,-4.5,3,15:26,-10.4,05:45,",13.4",1116 
236,何咯,2022-01-21,-3,5.9,15:54,-10.1,06:16,",16",1117 
236,何咯,2022-01-22,2.7,8.4,14:44,-4,01:39,",12.4",1118 
236,何咯,2022-01-23,4,9.9,14:25,-1.7,23:08,",11.6",1119 
236,何咯,2022-01-24,5,9.6,13:08,-2.3,00:55,",11.9",1120 
236,何咯,2022-01-25,2.4,5.2,00:01,-1.5,23:56,",6.7",1121 
236,何咯,2022-01-26,1,7.6,15:58,-3.9,07:08,",11.5",1122 
236,何咯,2022-01-27,-0.1,6.5,14:36,-5.3,07:42,",11.8",1123 
236,何咯,2022-01-28,-1.4,5.2,14:39,-6.8,07:28,",12",1124 
236,何咯,2022-01-29,-2.2,4.3,15:25,-7.3,07:48,",11.6",1125 
236,何咯,2022-01-30,-2.7,4.8,15:01,-8.9,07:13,",13.7",1126 
236,何咯,2022-01-31,-1.7,6.5,15:48,-9.6,07:48,",16.1",1127 
236,何咯,2022-02-01,0.2,2.7,12:21,-4.3,04:58,",7",1128 
236,何咯,2022-02-02,-0.4,3.5,14:54,-4.7,21:29,",8.2",1129 
236,何咯,2022-02-03,-2.5,4.1,15:13,-8,07:35,",12.1",1130 
236,何咯,2022-02-04,-2.8,3,14:27,-6.6,03:10,",9.6",1131 
236,何咯,2022-02-05,-4,0.8,13:38,-8.8,05:08,",9.6",1132 
236,何咯,2022-02-06,-3.3,4.1,15:40,-9.7,06:08,",13.8",1133 
236,何咯,2022-02-07,-2.5,3.1,13:33,-9.1,07:02,",12.2",1134 
236,何咯,2022-02-08,-0.8,7,15:42,-7.3,05:48,",14.3",1135 
236,何咯,2022-02-09,0.3,7.6,14:40,-7.7,07:17,",15.3",1136 
236,何咯,2022-02-10,1.8,9,14:22,-4.2,23:47,",13.2",1137 
236,何咯,2022-02-11,1.6,11.3,15:27,-6.9,07:33,",18.2",1138 
236,何咯,2022-02-12,3.2,12.3,15:22,-3.7,07:36,",16",1139 
236,何咯,2022-02-13,3.9,11.6,16:12,-2.6,04:12,",14.2",1140 
236,何咯,2022-02-14,3.1,11.9,13:34,-3.9,07:10,",15.8",1141 
236,何咯,2022-02-15,-2.2,1.2,00:01,-6.4,23:49,",7.6",1142 
236,何咯,2022-02-16,-4.7,-1,13:23,-8.4,04:18,",7.4",1143 
236,何咯,2022-02-17,-4.9,0.7,14:33,-11.1,07:03,",11.8",1144 
236,何咯,2022-02-18,-1.7,7.4,16:09,-11,07:21,",18.4",1145 
236,何咯,2022-02-19,0.5,5.1,14:38,-3.5,07:26,",8.6",1146 
236,何咯,2022-02-20,-3.1,1.1,14:35,-5.9,04:02,",7",1147 
236,何咯,2022-02-21,-2,5.5,13:22,-9.6,07:15,",15.1",1148 
236,何咯,2022-02-22,-2.3,3.5,13:47,-8.8,06:49,",12.3",1149 
236,何咯,2022-02-23,-4.1,2.4,15:10,-9.2,07:15,",11.6",1150 
236,何咯,2022-02-24,-2.9,5.5,13:59,-10.4,07:07,",15.9",1151 
236,何咯,2022-02-25,1.3,10.4,14:17,-7.9,06:02,",18.3",1152 
236,何咯,2022-02-26,5.9,11,12:53,1.6,23:59,",9.4",1153 
236,何咯,2022-02-27,2.9,11.2,13:36,-4.9,07:10,",16.1",1154 
236,何咯,2022-02-28,4.7,14.1,15:33,-4.5,06:53,",18.6",1155 
236,何咯,2022-03-01,5.3,12.7,12:52,-1.4,24:00:00,",14.1",1156 
236,何咯,2022-03-02,1.6,10.6,15:17,-6.1,06:46,",16.7",1157 
236,何咯,2022-03-03,3.9,13.9,15:38,-4,07:09,",17.9",1158 
236,何咯,2022-03-04,6.9,16.1,13:18,-2.5,05:40,",18.6",1159 
236,何咯,2022-03-05,3.5,7.8,13:54,-1.1,23:59,",8.9",1160 
236,何咯,2022-03-06,0.8,8.8,15:30,-6.6,06:57,",15.4",1161 
236,何咯,2022-03-07,2.2,11.4,15:37,-4.9,05:54,",16.3",1162 
236,何咯,2022-03-08,3.9,13.8,15:22,-4.5,06:54,",18.3",1163 
236,何咯,2022-03-09,5.5,16.3,15:39,-3.2,07:13,",19.5",1164 
236,何咯,2022-03-10,6.9,17.5,13:01,-2.2,03:54,",19.7",1165 
236,何咯,2022-03-11,10.2,17.8,16:10,1.7,03:04,",16.1",1166 
236,何咯,2022-03-12,14.2,19.9,15:23,5.8,05:45,",14.1",1167 
236,何咯,2022-03-13,13.5,16.9,03:32,11.9,23:55,",5",1168 
236,何咯,2022-03-14,9.8,13.3,11:16,5.1,23:52,",8.2",1169 
236,何咯,2022-03-15,7.2,16.1,16:11,0.6,07:11,",15.5",1170 
236,何咯,2022-03-16,9.9,19.5,16:48,-0.5,06:25,",20",1171 
236,何咯,2022-03-17,9.3,11.2,00:11,7.1,23:59,",4.1",1172 
236,何咯,2022-03-18,7.1,9.7,13:17,5.8,23:09,",3.9",1173 
236,何咯,2022-03-19,4.7,7,14:02,3.3,23:29,",3.7",1174 
236,何咯,2022-03-20,4.5,8.9,15:17,0.5,24:00:00,",8.4",1175 
236,何咯,2022-03-21,5.1,12.2,14:31,-2.1,06:45,",14.3",1176 
236,何咯,2022-03-22,6.7,13.5,15:36,-0.3,06:27,",13.8",1177 
236,何咯,2022-03-23,5.1,9.9,12:29,1.1,23:59,",8.8",1178 
236,何咯,2022-03-24,7.2,15.4,14:50,-1,06:39,",16.4",1179 
236,何咯,2022-03-25,12,18.3,14:37,3.4,06:28,",14.9",1180 
236,何咯,2022-03-26,10.8,15.3,04:05,5.9,23:51,",9.4",1181 
236,何咯,2022-03-27,7,15.1,12:26,1.1,04:20,",14",1182 
236,何咯,2022-03-28,6.1,15.1,15:55,-2.1,05:06,",17.2",1183 
236,何咯,2022-03-29,8.8,18,15:42,-0.8,06:24,",18.8",1184 
236,何咯,2022-03-30,10,16.5,14:18,2.5,06:22,",14",1185 
236,何咯,2022-03-31,10.6,14.7,13:08,7.4,22:15,",7.3",1186 
236,何咯,2022-04-01,9.3,16.2,15:36,3.4,24:00:00,",12.8",1187 
236,何咯,2022-04-02,6.2,14.2,13:26,-1.6,06:20,",15.8",1188 
236,何咯,2022-04-03,8,17.6,14:58,-1.4,05:48,",19",1189 
236,何咯,2022-04-04,9,18.4,14:46,-0.3,06:19,",18.7",1190 
236,何咯,2022-04-05,8.1,17.4,14:18,-0.2,06:04,",17.6",1191 
236,何咯,2022-04-06,10.8,21.2,15:34,2.2,06:24,",19",1192 
236,何咯,2022-04-07,10.2,18.5,15:50,4.3,23:37,",14.2",1193 
236,何咯,2022-04-08,11.3,22.6,16:00,0.5,06:27,",22.1",1194 
236,何咯,2022-04-09,16,24,13:45,6.4,06:00,",17.6",1195 
236,何咯,2022-04-10,16,25.5,15:07,6.4,05:34,",19.1",1196 
236,何咯,2022-04-11,18.6,27,14:48,9.5,05:06,",17.5",1197 
236,何咯,2022-04-12,18.3,25,15:34,12.2,04:00,",12.8",1198 
236,何咯,2022-04-13,13.2,16.5,00:18,10.1,24:00:00,",6.4",1199 
236,何咯,2022-04-14,11,15.1,15:36,9.1,04:00,",6",1200 
236,何咯,2022-04-15,12.3,19.4,14:15,7.1,05:55,",12.3",1201 
236,何咯,2022-04-16,11.3,19.8,14:37,4,05:59,",15.8",1202 
236,何咯,2022-04-17,12,22.1,15:14,1.7,06:01,",20.4",1203 
236,何咯,2022-04-18,13.1,22.5,15:38,7.6,04:31,",14.9",1204 
236,何咯,2022-04-19,12.9,22.8,13:37,4.8,06:10,",18",1205 
236,何咯,2022-04-20,12.6,22.2,14:25,3.5,05:50,",18.7",1206 
236,何咯,2022-04-21,12.7,21.4,14:58,4.7,05:37,",16.7",1207 
236,何咯,2022-04-22,14.6,23.7,13:00,7.6,04:15,",16.1",1208 
236,何咯,2022-04-23,17.9,25,15:44,11.6,05:44,",13.4",1209 
236,何咯,2022-04-24,17.9,26.1,13:49,12.5,01:59,",13.6",1210 
236,何咯,2022-04-25,19.5,26.1,13:48,13.9,00:01,",12.2",1211 
236,何咯,2022-04-26,18.5,24.9,16:11,15.4,22:16,",9.5",1212 
236,何咯,2022-04-27,15.5,23.3,14:57,8.1,05:45,",15.2",1213 
236,何咯,2022-04-28,15.8,24.3,13:24,8.5,05:44,",15.8",1214 
236,何咯,2022-04-29,13.2,17.4,13:49,10.1,07:51,",7.3",1215 
236,何咯,2022-04-30,12.5,18.4,13:38,7.4,05:01,",11",1216 
236,何咯,2022-05-01,12.1,19.3,13:11,4.8,06:03,",14.5",1217 
236,何咯,2022-05-02,12.5,20.1,13:13,6,06:10,",14.1",1218 
236,何咯,2022-05-03,12,20.4,14:46,3.5,05:46,",16.9",1219 
236,何咯,2022-05-04,14.3,24.3,13:49,4.8,05:22,",19.5",1220 
236,何咯,2022-05-05,15.9,25.1,15:35,5.6,05:33,",19.5",1221 
236,何咯,2022-05-06,18.8,27,13:58,9.9,05:11,",17.1",1222 
236,何咯,2022-05-07,16.8,23.8,15:19,10.4,23:59,",13.4",1223 
236,何咯,2022-05-08,16.2,23.7,14:40,9.4,02:01,",14.3",1224 
236,何咯,2022-05-09,16.3,23.6,15:55,10.6,02:33,",13",1225 
236,何咯,2022-05-10,18,25.4,15:01,10.4,05:05,",15",1226 
236,何咯,2022-05-11,18.9,24.6,15:00,14.1,05:47,",10.5",1227 
236,何咯,2022-05-12,20,27.9,15:37,13.3,05:18,",14.6",1228 
236,何咯,2022-05-13,17.8,21.8,16:53,14.3,21:45,",7.5",1229 
236,何咯,2022-05-14,14.4,21.7,12:31,7,05:39,",14.7",1230 
236,何咯,2022-05-15,13.7,21.9,14:24,6.5,04:43,",15.4",1231 
236,何咯,2022-05-16,14.7,23.1,13:27,4.9,05:24,",18.2",1232 
236,何咯,2022-05-17,17.5,27,14:19,8,05:36,",19",1233 
236,何咯,2022-05-18,19.5,27,14:32,10.7,05:33,",16.3",1234 
236,何咯,2022-05-19,18.6,24.8,15:18,12.9,05:10,",11.9",1235 
236,何咯,2022-05-20,18.9,26.6,15:42,12,05:27,",14.6",1236 
236,何咯,2022-05-21,19,27.2,15:06,12.1,04:33,",15.1",1237 
236,何咯,2022-05-22,19.4,25.6,12:48,13.7,03:47,",11.9",1238 
236,何咯,2022-05-23,21.4,28.6,13:40,16.5,23:13,",12.1",1239 
236,何咯,2022-05-24,21.6,31.1,15:23,13.2,05:23,",17.9",1240 
236,何咯,2022-05-25,20.4,28,12:51,13.2,05:27,",14.8",1241 
236,何咯,2022-05-26,18,24.9,14:34,12,05:30,",12.9",1242 
236,何咯,2022-05-27,20.2,27.3,13:50,13.2,00:37,",14.1",1243 
236,何咯,2022-05-28,21.3,28.9,14:40,14.9,00:40,",14",1244 
236,何咯,2022-05-29,22.6,29.1,16:17,15.4,01:08,",13.7",1245 
236,何咯,2022-05-30,20.3,24.6,12:38,15.1,24:00:00,",9.5",1246 
236,何咯,2022-05-31,18.9,27.7,14:32,10.4,05:13,",17.3",1247 
236,何咯,2022-06-01,20.7,30.5,14:44,12.1,05:09,",18.4",1248 
236,何咯,2022-06-02,20.2,28,15:47,11.6,05:18,",16.4",1249 
236,何咯,2022-06-03,22.9,31.8,16:26,16.9,00:15,",14.9",1250 
236,何咯,2022-06-04,24.2,30.1,15:24,18.4,05:30,",11.7",1251 
236,何咯,2022-06-05,18.7,22.1,00:01,17,22:55,",5.1",1252 
236,何咯,2022-06-06,19.7,24.7,15:19,16.6,01:08,",8.1",1253 
236,何咯,2022-06-07,16.8,18.8,16:47,15.1,05:31,",3.7",1254 
236,何咯,2022-06-08,20.1,25.9,15:14,15.8,00:06,",10.1",1255 
236,何咯,2022-06-09,21.4,27.3,14:35,16,05:00,",11.3",1256 
236,何咯,2022-06-10,22.8,28.6,14:08,16.1,05:46,",12.5",1257 
236,何咯,2022-06-11,23.9,31.5,16:35,17.5,04:45,",14",1258 
236,何咯,2022-06-12,22.3,28.1,15:04,17.2,05:12,",10.9",1259 
236,何咯,2022-06-13,23,28,16:35,18.6,05:16,",9.4",1260 
236,何咯,2022-06-14,18.4,20.7,00:28,16,21:44,",4.7",1261 
236,何咯,2022-06-15,19.3,25,14:27,15.5,05:15,",9.5",1262 
236,何咯,2022-06-16,20.8,26,16:07,16.4,04:42,",9.6",1263 
236,何咯,2022-06-17,21.8,27.4,16:22,16.2,03:19,",11.2",1264 
236,何咯,2022-06-18,23.5,27.4,13:04,19.5,04:53,",7.9",1265 
236,何咯,2022-06-19,23.8,28.6,16:16,20,02:04,",8.6",1266 
236,何咯,2022-06-20,25.8,32.6,15:15,19.9,05:30,",12.7",1267 
236,何咯,2022-06-21,26.8,34.5,14:32,20.6,05:13,",13.9",1268 
236,何咯,2022-06-22,25.4,32.3,13:48,21.3,02:11,",11",1269 
236,何咯,2022-06-23,24.5,28.5,10:28,20.8,03:27,",7.7",1270 
236,何咯,2022-06-24,23.9,26.8,13:42,22.7,06:27,",4.1",1271 
236,何咯,2022-06-25,26.6,31.2,15:08,22,01:16,",9.2",1272 
236,何咯,2022-06-26,27.3,31.1,16:59,24.9,05:32,",6.2",1273 
236,何咯,2022-06-27,28,30.2,12:00,25.4,06:16,",4.8",1274 
236,何咯,2022-06-28,28.7,31.7,15:48,27.1,05:58,",4.6",1275 
236,何咯,2022-06-29,26.1,29.3,13:28,23.9,18:30,",5.4",1276 
236,何咯,2022-06-30,27,30.9,14:23,24,23:50,",6.9",1277 
236,何咯,2022-07-01,27.3,33.4,13:48,22.2,04:25,",11.2",1278 
236,何咯,2022-07-02,28,34.2,15:59,22.2,04:56,",12",1279 
236,何咯,2022-07-03,28.2,33.7,13:35,24.2,23:51,",9.5",1280 
236,何咯,2022-07-04,27.8,33.4,15:01,23.3,05:39,",10.1",1281 
236,何咯,2022-07-05,27.8,32.4,16:03,24.3,05:29,",8.1",1282 
236,何咯,2022-07-06,29.5,34.4,16:33,24.2,05:29,",10.2",1283 
236,何咯,2022-07-07,28.8,33.4,14:01,26.4,22:45,",7",1284 
236,何咯,2022-07-08,27.1,31.5,15:28,22.8,23:45,",8.7",1285 
236,何咯,2022-07-09,26.1,30.1,15:11,21.9,02:08,",8.2",1286 
236,何咯,2022-07-10,27.5,33.4,14:07,22.9,04:43,",10.5",1287 
236,何咯,2022-07-11,25.5,28.8,15:07,23.5,06:32,",5.3",1288 
236,何咯,2022-07-12,26.6,29.5,14:57,23.3,03:24,",6.2",1289 
236,何咯,2022-07-13,25.7,27.2,18:09,24.4,20:02,",2.8",1290 
236,何咯,2022-07-14,25.6,29.6,15:40,22.1,23:37,",7.5",1291 
236,何咯,2022-07-15,24.9,31.2,16:02,20.7,05:10,",10.5",1292 
236,何咯,2022-07-16,24.8,30.1,12:58,20.3,05:05,",9.8",1293 
236,何咯,2022-07-17,25.3,31,13:00,20.5,04:49,",10.5",1294 
236,何咯,2022-07-18,22.3,24.1,00:06,21.1,06:43,",3",1295 
236,何咯,2022-07-19,24.7,30.5,13:28,19.8,05:41,",10.7",1296 
236,何咯,2022-07-20,27,32.6,15:26,22.7,03:27,",9.9",1297 
236,何咯,2022-07-21,24,26.3,15:20,21.5,23:59,",4.8",1298 
236,何咯,2022-07-22,24.2,29.7,13:28,20.7,05:21,",9",1299 
236,何咯,2022-07-23,23.8,27.7,12:58,20.1,03:27,",7.6",1300 
236,何咯,2022-07-24,24.4,27.3,16:55,22.1,00:57,",5.2",1301 
236,何咯,2022-07-25,26.6,32.4,15:46,23,06:12,",9.4",1302 
236,何咯,2022-07-26,27.1,33.1,13:12,22.1,05:10,",11",1303 
236,何咯,2022-07-27,27.5,31.6,16:38,24.3,02:38,",7.3",1304 
236,何咯,2022-07-28,27.9,34,14:41,22.8,04:14,",11.2",1305 
236,何咯,2022-07-29,28.9,35,15:30,24.2,05:10,",10.8",1306 
236,何咯,2022-07-30,28.5,32.4,11:33,24.7,04:47,",7.7",1307 
236,何咯,2022-07-31,26.1,27.7,11:47,24.7,05:32,",3",1308 
236,何咯,2022-08-01,28.2,32.8,15:27,24.8,03:11,",8",1309 
236,何咯,2022-08-02,27.6,30.2,12:09,25.9,00:42,",4.3",1310 
236,何咯,2022-08-03,28.7,32.9,15:10,25.4,23:33,",7.5",1311 
236,何咯,2022-08-04,28.6,33.2,13:14,25,05:33,",8.2",1312 
236,何咯,2022-08-05,28.4,32.6,15:26,25.8,00:13,",6.8",1313 
236,何咯,2022-08-06,29,33.8,15:04,25.4,05:30,",8.4",1314 
236,何咯,2022-08-07,29,33.2,13:39,26,03:40,",7.2",1315 
236,何咯,2022-08-08,28.4,29.7,11:55,27.4,05:32,",2.3",1316 
236,何咯,2022-08-09,27.9,29.8,10:58,26.1,06:04,",3.7",1317 
236,何咯,2022-08-10,26.1,27.7,13:48,24.6,23:39,",3.1",1318 
236,何咯,2022-08-11,25.2,26.5,04:26,24,07:55,",2.5",1319 
236,何咯,2022-08-12,26.8,31.7,16:40,22.1,06:16,",9.6",1320 
236,何咯,2022-08-13,25.2,27.9,10:58,23.1,05:34,",4.8",1321 
236,何咯,2022-08-14,27.1,30.5,14:46,24.1,04:34,",6.4",1322 
236,何咯,2022-08-15,28.1,31.4,12:16,24,23:55,",7.4",1323 
236,何咯,2022-08-16,25.8,29.6,15:14,24,23:58,",5.6",1324 
236,何咯,2022-08-17,25.2,30.6,14:25,21.1,23:40,",9.5",1325 
236,何咯,2022-08-18,24.5,30.1,13:39,20.1,04:30,",10",1326 
236,何咯,2022-08-19,26,30.2,13:33,20.5,04:00,",9.7",1327 
236,何咯,2022-08-20,26.7,31.1,15:21,23.4,23:33,",7.7",1328 
236,何咯,2022-08-21,26.5,32.3,15:06,22.4,05:30,",9.9",1329 
236,何咯,2022-08-22,26.3,31.7,13:58,22.6,05:10,",9.1",1330 
236,何咯,2022-08-23,24.1,25.7,17:10,21.6,23:29,",4.1",1331 
236,何咯,2022-08-24,22.8,26.3,16:50,20.2,23:18,",6.1",1332 
236,何咯,2022-08-25,21.8,28.8,13:29,17.9,24:00:00,",10.9",1333 
236,何咯,2022-08-26,21.7,28.4,15:16,16.1,06:00,",12.3",1334 
236,何咯,2022-08-27,21.1,26.6,15:31,15.3,24:00:00,",11.3",1335 
236,何咯,2022-08-28,21.1,28,15:54,14.7,02:08,",13.3",1336 
236,何咯,2022-08-29,19.2,21,10:13,18.4,15:27,",2.6",1337 
236,何咯,2022-08-30,19.2,20.1,18:32,17.9,02:06,",2.2",1338 
236,何咯,2022-08-31,21.6,25,14:30,18.7,23:57,",6.3",1339 
236,何咯,2022-09-01,22.3,28.1,15:06,18.4,04:55,",9.7",1340 
236,何咯,2022-09-02,22.7,28,13:46,17.8,05:14,",10.2",1341 
236,何咯,2022-09-03,24.2,28.9,13:30,20.5,01:46,",8.4",1342 
236,何咯,2022-09-04,24.3,28.4,17:01,21,05:55,",7.4",1343 
236,何咯,2022-09-05,21.9,25.6,12:36,18.4,23:18,",7.2",1344 
236,何咯,2022-09-06,20.5,26.5,14:00,16.4,23:46,",10.1",1345 
236,何咯,2022-09-07,20.4,28.5,16:22,15.7,01:10,",12.8",1346 
236,何咯,2022-09-08,20.9,29.2,15:49,13.8,05:34,",15.4",1347 
236,何咯,2022-09-09,22.1,29.2,15:54,16.6,05:29,",12.6",1348 
236,何咯,2022-09-10,21.6,26.6,14:52,16.8,05:03,",9.8",1349 
236,何咯,2022-09-11,23,28.8,16:04,18.5,06:38,",10.3",1350 
236,何咯,2022-09-12,23.1,27,13:40,20.3,05:05,",6.7",1351 
236,何咯,2022-09-13,24.3,27,12:50,21.9,01:33,",5.1",1352 
236,何咯,2022-09-14,24.9,28.5,12:53,20.6,02:59,",7.9",1353 
236,何咯,2022-09-15,25.6,30.4,14:44,20.8,05:24,",9.6",1354 
236,何咯,2022-09-16,26.2,31.9,13:50,21.5,06:16,",10.4",1355 
236,何咯,2022-09-17,27.1,32.7,14:43,23,06:28,",9.7",1356 
236,何咯,2022-09-18,27.6,32.6,14:00,23.8,04:04,",8.8",1357 
